X,Y,SiteName,ObservationID,InvasiveName,ObservationDate,Observer,SurveyType,Latitude,Longitude,Town,GrossArea,InfestedArea,PlantDescription,DistributionName,AssessmentDate,TreatmentDate,TreatmentEffectiveness,TreatmentType,TreatmentPerson,TreatmentAssessmentDate,Assessor,TreatmentAssessmentNotes,TreatmentHours,ChemicalName,ChemicalConsentration,ChemicalOunces,ApplicationMethod,CertifiedApplicator,EPARegistationNumber
544864.508026816,275358.967806579,Bill Sladyk WMA,2697,Common reed,Dec  9 2016 ,,ARRA project,44.9769879292063,-71.9311809539795,_Unknown,,,,,,,,,,,,,,,,,,,
528617.228532051,197857.503479665,ROY MOUNTAIN WMA,2698,Common reed,Dec  9 2016 ,,ARRA project,44.2803583262464,-72.1414875984192,_Unknown,,,,,Dec  9 2016 ,,,,,,,,,,,,,,
529445.064646839,196605.562216771,ROY MOUNTAIN WMA,2699,Common reed,Dec  9 2016 ,,ARRA project,44.2690506321673,-72.1311664581299,_Unknown,,,,,,,,,,,,,,,,,,,
534729.708521758,240024.012947217,CALENDAR BROOK WMA,2700,Japanese knotweed,Dec  9 2016 ,,ARRA project,44.6595684327253,-72.0620593428612,_Unknown,,,,,,,,,,,,,0,,,,,,
534667.273897614,239834.76642961,CALENDAR BROOK WMA,2701,Japanese honeysuckle,Dec  9 2016 ,,ARRA project,44.6579085850145,-72.062931060791,_Unknown,,,,,,,,,,,,,0,,,,,,
534509.539975689,239667.236110438,CALENDAR BROOK WMA,2702,Reed canary grass,Dec  9 2016 ,,ARRA project,44.6563975099195,-72.0648622512817,_Unknown,,,,,,,,,,,,,,,,,,,
534305.588110484,237743.704215378,CALENDAR BROOK WMA,2703,Reed canary grass,Dec  9 2016 ,,ARRA project,44.6390707545798,-72.0675820112228,_Unknown,,,,,,,,,,,,,,,,,,,
568450.681256282,247905.831040978,WEST MOUNTAIN WMA,2712,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728141,-71.63586,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568300.052955333,247915.347510104,WEST MOUNTAIN WMA,2713,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728238,-71.637791,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568252.523370315,247914.844305499,WEST MOUNTAIN WMA,2714,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728203,-71.638363,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568157.933970105,247869.389902011,WEST MOUNTAIN WMA,2715,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727825,-71.639581,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568442.641710894,247916.859226049,WEST MOUNTAIN WMA,2716,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728173,-71.636022,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568061.349511686,248012.845353446,WEST MOUNTAIN WMA,2717,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.729064,-71.640791,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568213.03292113,247903.31297431,WEST MOUNTAIN WMA,2718,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728095,-71.638928,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568222.600237267,247747.825125759,WEST MOUNTAIN WMA,2719,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.726704,-71.63876,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568014.172260218,247979.007111159,WEST MOUNTAIN WMA,2720,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728782,-71.641425,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568157.933970105,247869.389902011,WEST MOUNTAIN WMA,2721,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727826,-71.639574,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568142.325494888,247846.997957084,WEST MOUNTAIN WMA,2722,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727632,-71.63983,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568047.734342624,247801.545193579,WEST MOUNTAIN WMA,2723,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727228,-71.641024,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
567872.988397454,247844.157715226,WEST MOUNTAIN WMA,2724,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727584,-71.643198,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
567864.949781611,247855.186609553,WEST MOUNTAIN WMA,2725,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727728,-71.643311,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568307.6214453,247948.768197792,WEST MOUNTAIN WMA,2726,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.72855,-71.637691,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568315.660718233,247937.739846773,WEST MOUNTAIN WMA,2727,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.72842,-71.637609,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568474.682066854,247883.858806455,WEST MOUNTAIN WMA,2728,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727865,-71.63564,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
567927.15263774,247966.976428023,WEST MOUNTAIN WMA,2729,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728675,-71.642532,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
567927.15263774,247966.976428023,WEST MOUNTAIN WMA,2730,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728684,-71.642524,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
567934.840043265,247989.284397676,WEST MOUNTAIN WMA,2731,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728919,-71.642416,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568203.348418718,248069.913134258,WEST MOUNTAIN WMA,2732,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.72958,-71.639019,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568219.426340927,248047.856185054,WEST MOUNTAIN WMA,2733,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.729448,-71.6388,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568259.151131963,248037.163039497,WEST MOUNTAIN WMA,2734,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.729315,-71.638283,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568453.393998492,247650.24907366,WEST MOUNTAIN WMA,2735,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.7258,-71.635864,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568461.197967029,247661.445417345,WEST MOUNTAIN WMA,2736,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.725912,-71.635754,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568332.210316346,247871.234128861,WEST MOUNTAIN WMA,2737,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727798,-71.637447,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
567988.650329614,248145.440479475,WEST MOUNTAIN WMA,2738,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.730252,-71.641675,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568171.545320174,248080.690357041,WEST MOUNTAIN WMA,2739,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.729662,-71.639404,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568299.346820266,247982.021084183,WEST MOUNTAIN WMA,2740,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728794,-71.637828,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568307.503742366,247959.880460232,WEST MOUNTAIN WMA,2741,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.728637,-71.637748,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
568450.799203903,247894.718779433,WEST MOUNTAIN WMA,2742,Japanese honeysuckle,Jun  1 2016 ,Doug Morin,Unspecified,44.727978,-71.635867,Brunswick,75,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  3 2017 ,,,Pesticide,Doug Morin,,,,0,ROUNDUP PRO,,,Cut Stump Squirt,Doug Morin,
523648.109579523,257809.415932441,WILLOUGHBY FALLS WMA,2743,Japanese knotweed,Jan 23 2017 ,Peter Emerson,ARRA project,44.8200510145466,-72.2010326385498,_Unknown,,,,,,,,,Peter Emerson,,,,,,,,,,
524205.757702231,256744.684036651,WILLOUGHBY FALLS WMA,2744,Japanese honeysuckle,Jan 23 2017 ,,ARRA project,44.810514617851,-72.1939730644226,_Unknown,,,,,,,,,,,,,,,,,,,
524211.450419829,257333.67181303,WILLOUGHBY FALLS WMA,2745,Japanese honeysuckle,Jan 23 2017 ,,ARRA project,44.8157586895753,-72.1938872337341,_Unknown,,,,,,,,,,,,,,,,,,,
524240.91313848,219818.835549022,STEAM MILL WMA,2746,Common reed,Jan 30 2017 ,,ARRA project,44.478212256786,-72.1953248977661,_Unknown,,,,,,,,,,,,,,,,,,,
521240.550151439,220141.704548608,STEAM MILL WMA,2747,Japanese honeysuckle,Jan 30 2017 ,,ARRA project,44.4811670915489,-72.2330260276794,_Unknown,,,,,,,,,,,,,,,,,,,
525381.638581187,223112.326322349,STEAM MILL WMA,2748,Japanese honeysuckle,Jan 30 2017 ,,ARRA project,44.5077997784117,-72.1807765960693,_Unknown,,,,,,,,,,,,,,,,,,,
523566.851943125,262709.783429001,SOUTH BAY WMA,2749,Yellow iris,Jan 30 2017 ,,ARRA project,44.8642342417891,-72.2018480300903,_Unknown,,,,,,,,,,,,,,,,,,,
520490.511372582,265821.882046233,SOUTH BAY WMA,2750,Japanese honeysuckle,Jan 30 2017 ,,ARRA project,44.8923331986249,-72.2405576705933,_Unknown,,,,,,,,,,,,,,,,,,,
566224.594486013,247893.70061524,WEST MOUNTAIN WMA,2751,Japanese honeysuckle,Feb  9 2017 ,Doug Morin,ARRA project,44.728215,-71.663956,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
445553.355117993,104997.18555153,Sawmill HIll Road,2752,Emerald Ash Borer,Feb  1 2017 ,Lars Lund,Citizen Inquiry,43.4431513400991,-73.1725716590881,Wells,,,,,,,,,Lars Lund,,,,,,,,,,
561419.995149143,247446.074716679,WEST MOUNTAIN WMA,2754,Common reed,Apr  7 2017 ,Doug Morin,ARRA project,44.724590359,-71.724732332,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
451275.144947614,27185.7767596864,369 Boulger Road Stamford VT,2757,Emerald Ash Borer,Apr 24 2017 ,Lars Lund,Visual Survey,42.7432459897098,-73.0950880050659,Stamford,,,,,,,,,Lars Lund,,,,,,,,,,
556653.589002909,228977.186998674,VICTORY BASIN WMA,2758,Tatarian honeysuckle,May 15 2017 ,Doug Morin,Incidental Observation,44.55878,-71.786881,_Unknown,,,,,May 15 2017 ,,,,Doug Morin,,,,,,,,,,
556802.430132364,228311.721884191,VICTORY BASIN WMA,2759,Tatarian honeysuckle,May 15 2017 ,,Incidental Observation,44.552786,-71.785102,_Unknown,,,,,,,,,,,,,,,,,,,
556826.266634765,228311.930595406,VICTORY BASIN WMA,2760,Tatarian honeysuckle,May 15 2017 ,,ARRA project,44.5527760198147,-71.7847645282745,_Unknown,,,,,,,,,,,,,,,,,,,
556709.706075551,228010.866146118,VICTORY BASIN WMA,2761,Tatarian honeysuckle,May 15 2017 ,Doug Morin,Incidental Observation,44.550112,-71.786314,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
556749.435416468,228011.213462397,VICTORY BASIN WMA,2762,Japanese knotweed,May 15 2017 ,Doug Morin,Incidental Observation,44.550101,-71.78577,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
556805.542843184,227956.14054216,VICTORY BASIN WMA,2763,Japanese knotweed,May 15 2017 ,Doug Morin,Incidental Observation,44.549634,-71.785088,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
556798.180438715,227889.399511672,VICTORY BASIN WMA,2764,Japanese knotweed,May 15 2017 ,Doug Morin,Incidental Observation,44.548992,-71.78523,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
556571.613892419,226531.665610072,VICTORY BASIN WMA,2765,Japanese honeysuckle,May 15 2017 ,Doug Morin,Incidental Observation,44.536816,-71.788163,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
556841.900617024,227434.159102882,VICTORY BASIN WMA,2766,Japanese honeysuckle,May 18 2017 ,Doug Morin,Incidental Observation,44.544888,-71.78472,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556680.941028828,226754.873934293,VICTORY BASIN WMA,2767,Japanese honeysuckle,May 18 2017 ,Doug Morin,Incidental Observation,44.53885,-71.786831,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556673.090628807,226743.692656449,VICTORY BASIN WMA,2768,Japanese honeysuckle,May 18 2017 ,Doug Morin,Incidental Observation,44.538654,-71.78693,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556865.740344407,227434.367929863,VICTORY BASIN WMA,2769,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.544913,-71.784351,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556782.604942247,226944.679033892,VICTORY BASIN WMA,2771,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.540451,-71.785476,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556826.007465459,227434.019933547,VICTORY BASIN WMA,2772,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.544914,-71.784872,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556725.80946181,227077.535427299,VICTORY BASIN WMA,2773,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.541717,-71.786202,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556470.033728038,226330.7521652,VICTORY BASIN WMA,2774,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.535043,-71.789487,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556486.026245697,226319.778552989,VICTORY BASIN WMA,2775,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.534921,-71.78928,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556267.816979452,225817.811625912,VICTORY BASIN WMA,2776,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.530434,-71.792135,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556750.039081129,227033.296223011,VICTORY BASIN WMA,2777,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.541325,-71.785891,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556782.896538936,226911.34334573,VICTORY BASIN WMA,2778,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.540196,-71.785529,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556767.293621959,226877.868646086,VICTORY BASIN WMA,2779,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.539901,-71.785738,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556735.407481228,226888.70263167,VICTORY BASIN WMA,2780,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.539961,-71.786084,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556680.649970042,226788.209614208,VICTORY BASIN WMA,2781,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.539127,-71.786811,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556665.822148937,226665.840036263,VICTORY BASIN WMA,2782,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.53802,-71.787033,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556611.836745976,226476.452555892,VICTORY BASIN WMA,2783,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.536327,-71.787659,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
556652.060275486,226421.239749566,VICTORY BASIN WMA,2784,Japanese knotweed,May 18 2017 ,Doug Morin,Incidental Observation,44.535849,-71.787157,Victory,,,,,,,,,Doug Morin,,,,,,,,,,
554307.499140379,225445.516714789,VICTORY BASIN WMA,2786,Tatarian honeysuckle,Jul 10 2017 ,Doug Morin,ARRA project,44.527234724273,-71.8167686462402,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
562524.65724751,251179.654295412,WEST MOUNTAIN WMA,2787,Common reed,Aug 11 2017 ,,ARRA project,44.75813909472,-71.7102634906769,_Unknown,,,,,,,,,,,,,,,,,,,
569568.117739933,243461.268978352,WEST MOUNTAIN WMA,2788,Tatarian honeysuckle,Aug 11 2017 ,Doug Morin,ARRA project,44.6879997755594,-71.6224479675293,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
569507.873958163,244638.649529252,WEST MOUNTAIN WMA,2789,Tatarian honeysuckle,Aug 11 2017 ,Doug Morin,ARRA project,44.6986164653913,-71.6230273246765,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
568705.37380133,245563.590521348,WEST MOUNTAIN WMA,2790,Tatarian honeysuckle,Aug 11 2017 ,Doug Morin,ARRA project,44.707,-71.633,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
524040.513204948,277569.355373671,EAGLE POINT WMA,2792,Tatarian honeysuckle,Sep  5 2017 ,,ARRA project,44.99785,-72.195136,_Unknown,,,,,,,,,,,,,,,,,,,
524111.559279018,277547.39723008,EAGLE POINT WMA,2793,Tatarian honeysuckle,Sep  5 2017 ,,ARRA project,44.997729,-72.194157,_Unknown,,,,,,,,,,,,,,,,,,,
509169.337042559,118371.041017924,Gilson Road_Hartland,2794,Emerald Ash Borer,Sep  7 2017 ,Barbara Schultz,Incidental Observation,43.5654822127288,-72.3865127563477,Hartland,,,,,,,,,Barbara Schultz,,,,,,,,,,
440326.848333402,29015.7897450204,B Hill Road,2795,Emerald Ash Borer,Sep 11 2017 ,Barbara Schultz,Credible Report,42.7589237825374,-73.2289785146713,Pownal,,,,,,,,,Barbara Schultz,,,,,,,,,,
440079.357161967,29740.0379720045,Route 7 at Pawnal Pets,2796,Emerald Ash Borer,Sep 11 2017 ,Lars Lund,Incidental Observation,42.7654143307075,-73.2320952415466,Pownal,,,,,,,,,Lars Lund,,,,,,,,,,
439071.75430213,27793.6100631672,Krum Road Pownal,2797,Emerald Ash Borer,Sep 11 2017 ,Barbara Schultz,Incidental Observation,42.7478394422468,-73.2442080974579,Pownal,,,,,,,,,Barbara Schultz,,,,,,,,,,
563358.177404287,247742.655861419,WEST MOUNTAIN WMA,2798,Common reed,Nov  6 2017 ,Doug Morin,ARRA project,44.72710367,-71.70019766,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
563213.952119461,247907.940494478,WEST MOUNTAIN WMA,2799,Common reed,Nov  6 2017 ,Doug Morin,ARRA project,44.72863505,-71.70201964,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
563141.352607635,248040.589189694,WEST MOUNTAIN WMA,2800,Tatarian honeysuckle,Nov  6 2017 ,Doug Morin,Unspecified,44.72984749,-71.70286168,_Unknown,,,,,,,,,Doug Morin,,,,,,,,,,
503086.349678442,64473.2740026623,Westminster Heights Rd.,2801,Hemlock Woolly Adelgid,Feb  5 2017 ,Jim Esden,Visual Survey,43.0804238870844,-72.4621295928955,Westminster,,,,,,,,,Jim Esden,,,,,,,,,,
504809.89004103,68462.4270564294,woods behind BFUHS,2802,Hemlock Woolly Adelgid,Feb 19 2017 ,Jim Esden,Visual Survey,43.1162722818973,-72.4409294128418,Bellows Falls (v),,,,,,,,,Jim Esden,,,,,,,,,,
443997.735843336,42527.3135894536,"Bennington Rec. Center ,  Gage St.",2803,Hemlock Woolly Adelgid,May 16 2017 ,Jim Esden,Visual Survey,42.8808228716714,-73.1854891777039,Bennington,,,,,,,,,Jim Esden,,,,,,,,,,
451712.431292932,27660.3934962418,Lesure Rd. intersection with Jepson Rd,2804,Hemlock Woolly Adelgid,May 16 2017 ,Jim Esden,Visual Survey,42.7474848997132,-73.0898308753967,Stamford,,,,,,,,,Jim Esden,,,,,,,,,,
446948.928600545,42759.434042099,Rt. 9   near Bennington-Woodford town line,2805,Hemlock Woolly Adelgid,May 16 2017 ,Jim Esden,Visual Survey,42.8831302599816,-73.1494241952896,Bennington,,,,,,,,,Jim Esden,,,,,,,,,,
478479.251884435,80448.3095351834,LOWELL LAKE SP,2806,Hemlock Woolly Adelgid,Apr 27 2017 ,Jim Esden,Visual Survey,43.2239417012755,-72.7649402618408,Londonderry,,,,,,,,,Jim Esden,,,,,,,,,,
474864.912737559,80705.1233964488,79 Edgehill Rd.,2807,Hemlock Woolly Adelgid,Apr 18 2017 ,Jim Esden,Visual Survey,43.2260994077049,-72.8093791007996,Londonderry,,,,,,,,,Jim Esden,,,,,,,,,,
475309.825410951,73460.1582597801,Winhall Campground,2808,Hemlock Woolly Adelgid,Apr  8 2017 ,Jim Esden,Visual Survey,43.1608967401791,-72.8036069869995,South Londonderry,,,,,,,,,Jim Esden,,,,,,,,,,
500129.820269794,93845.5385815947,Reservoir Rd.,2809,Hemlock Woolly Adelgid,Mar 26 2017 ,Jim Esden,Visual Survey,43.3447804763379,-72.4983716011047,Weathersfield,,,,,,,,,Jim Esden,,,,,,,,,,
499586.560364988,93523.373212169,Springweather,2810,Hemlock Woolly Adelgid,Jan 22 2017 ,Jim Esden,Visual Survey,43.3418623080682,-72.5050663948059,Weathersfield,,,,,,,,,Jim Esden,,,,,,,,,,
503512.687059702,74660.5465806295,Imtec Lane,2811,Hemlock Woolly Adelgid,Mar 20 2017 ,Jim Esden,Visual Survey,43.1721025378884,-72.4567651748657,Rockingham,,,,,,,,,Jim Esden,,,,,,,,,,
504680.747423069,78738.3446114782,Upper Meadow Rd.,2812,Hemlock Woolly Adelgid,Mar  9 2017 ,Jim Esden,Visual Survey,43.2088043384495,-72.4424314498901,Rockingham,,,,,,,,,Jim Esden,,,,,,,,,,
501090.356617261,70216.0593383826,Ski Bowl Rd,2813,Hemlock Woolly Adelgid,Feb  5 2017 ,Jim Esden,Visual Survey,43.1321216079849,-72.4866342544556,Rockingham,,,,,,,,,Jim Esden,,,,,,,,,,
497716.496184687,78292.7462705511,Rt. 103 truck weigh station,2814,Hemlock Woolly Adelgid,Feb 23 2017 ,Jim Esden,Visual Survey,43.2048239017589,-72.5281119346619,Rockingham,,,,,,,,,Jim Esden,,,,,,,,,,
502782.184169379,71505.2005596663,Missing Link Rd. and Minard's Pond,2815,Hemlock Woolly Adelgid,Feb 28 2017 ,Jim Esden,Visual Survey,43.1437084370505,-72.4658203125,Rockingham,,,,,,,,,Jim Esden,,,,,,,,,,
496988.737940103,86502.8379484625,"Rt. 11, Chester Rd. behind church",2816,Hemlock Woolly Adelgid,Mar 21 2017 ,Jim Esden,Visual Survey,43.2786737876894,-72.537145614624,Springfield,,,,,,,,,Jim Esden,,,,,,,,,,
498775.665238447,93245.7328734083,North Springfield Dam,2817,Hemlock Woolly Adelgid,Mar 25 2017 ,Jim Esden,Visual Survey,43.3393809744412,-72.5150871276855,Springfield,,,,,,,,,Jim Esden,,,,,,,,,,
